,0,1,2,3,4,5,countries,topics,tweet_clean
2469,1.56e+18,2022-08-17 08:00:52+00:00,"The UK will send further multiple-launch rocket systems (MLRS) to Ukraine as part of an enduring commitment to help the country defend itself against Russia’s illegal invasion, Defence Secretary Ben Wallace has announced. For more information click here: https://t.co/NCAfW2cihE https://t.co/UYuyirgchQ","Marbella, Spain",0,0,United Kingdom,Europe,send multiple-launch rocket systems MLRS Ukraine part enduring commitment help country defend Russias illegal invasion Defence Secretary Wallace announced information click
2472,1.56e+18,2022-08-17 08:00:49+00:00,"#Ukraine's Special Envoy for Middle East and Africa Appreciates #Qatar's Humanitarian Support to His Country. #QNA 
https://t.co/bShgQgzcg6 https://t.co/BYHKgdKVyW","Marbella, Spain",0,1,United Kingdom,Europe,Special Envoy Middle East Africa Appreciates Humanitarian Support Country
2524,1.56e+18,2022-08-17 08:01:03+00:00,"#odessa #odesa #ukraine #одесса
Now: 30.2°C
Today's Min: 22.4°C at 04:48:34
Today's Max: 30.1°C at 10:55:05
Month's Min: 19.3°C at 2022-08-03 05:39:45
Month's Max: 33.8°C at 2022-08-07 14:46:05",Украина,0,0,Ukraine,Europe,CToday :48:34Today :55:05Month -08-03 :39:45Month -08-07 :46:05
2569,1.56e+18,2022-08-17 07:56:27+00:00,"Some analysts: Russians will capture #Ukraine in 72 hours

🇷🇺 #corruption at the same time: https://t.co/ofsdXWaw8p",Україна,0,4,Ukraine,Europe,Some analysts Russians capture hours time
2571,1.56e+18,2022-08-17 07:55:53+00:00,"""Cooling"" is possible in the war between Ukraine and Russia - Reznikov

 In particular, Reznikov notes that Russian troops, according to various sources, have lost at least a third of their combat potential, which was used during the invasion of Ukraine.Defense Minister Alex… https://t.co/6tdw7yIMDE",Украина,0,0,Ukraine,Europe,Cooling possible Ukraine Russia Reznikov particular Reznikov notes Russian troops according various sources lost least third combat potential used invasion Ukraine.Defense Minister Alex
2602,1.56e+18,2022-08-17 07:47:47+00:00,"Russia is facing the mass migration abroad of large numbers of its Jewish population, with at least one in eight leaving the country since its war with Ukraine began.  https://t.co/W9oyxXWyOP","Mumbai, India",9,11,India,Middle East,Russia facing mass migration abroad large numbers Jewish population least eight leaving country since Ukraine began
2603,1.56e+18,2022-08-17 07:47:29+00:00,"If you were debating whether or not to flee a potential war zone via the #KershBridge which links Crimea to Russia, nothing would make you panic more than discovering your escape path has been closed. The feeling of being trapped is not good for the psyche. #UkraineWar #r4today https://t.co/GMBctWpkYV","Mumbai, India",0,2,India,Middle East,debating whether flee potential zone links Crimea Russia nothing would make panic discovering escape path closed feeling trapped good psyche
2604,1.56e+18,2022-08-17 07:47:21+00:00,"What #Ukraine seeks by targeting #Russian positions in occupied #Crimea? Intimidation or attempt to recapture the peninsula? #Caliber #UkraineWar #UkraineRussianWar #Russia 
https://t.co/cxBQsRSx6u","Mumbai, India",1,1,India,Middle East,What seeks targeting positions occupied Intimidation attempt recapture peninsula
2605,1.56e+18,2022-08-17 07:46:58+00:00,Germany to Keep Last Three Nuclear-Power Plants Running in Policy U-Turn - WSJ https://t.co/SdYcdy9An9,"Mumbai, India",1,1,India,Middle East,Germany Keep Last Three Nuclear-Power Plants Running Policy U-Turn
2609,1.56e+18,2022-08-17 07:46:21+00:00,"We were given access to a Ukrainian military base in #mykolaiv 

@NeilCamilleri5 @lizaclinwizard 

#ukraine #ukrainewar #RussiaUkraineWar #military #army #soldier #StopRussianAggression #PutinWarCrimes https://t.co/0Gw8sTrciH","Mumbai, India",1,3,India,Middle East,given access Ukrainian military base
2610,1.56e+18,2022-08-17 07:46:15+00:00,"People ask me, why do you support China, but not Russia?  
Ukraine gained independence legitimately, with the breakup of the USSR. 
""Ta*wan"" is an illegitimate creation of a long gone civil war. 
China is 100% right it wanting to reclaim it's rightful territory.","Mumbai, India",0,1,India,Middle East,People support China Russia Ukraine gained independence legitimately breakup USSR illegitimate creation long gone civil China right wanting reclaim rightful territory
2611,1.56e+18,2022-08-17 07:46:02+00:00,"⚡️UK intellligence: Russia likely to be increasingly concerned over explosions in Crimea. 

Russia and Ukraine acknowledge that an ammunition dump exploded near Dzhankoi in Russian-occupied Crimea on Aug. 16, the U.K.'s Ministry of Defense reported.","Mumbai, India",417,3558,India,Middle East,intellligence Russia likely increasingly concerned explosions Crimea Russia Ukraine acknowledge ammunition dump exploded near Dzhankoi Russian-occupied Crimea Aug. U.K. Ministry Defense reported
2612,1.56e+18,2022-08-17 07:46:01+00:00,"True #ruZZian mother’s love 🤡

- Good afternoon! 
- Good afternoon! 
- My name is Vladimir, I am a journalist. Do you want to talk to your son, he is in captivity in #Ukraine? 
- I don’t want to.

#RussianPsychos 
#RussiaIsATerroristState https://t.co/puWr0UN5Eh","Mumbai, India",1,7,India,Middle East,True mothers love Good afternoon Good afternoon name Vladimir journalist want talk captivity dont want
2613,1.56e+18,2022-08-17 07:45:53+00:00,"""Western countries are granting Ankara some leeway in its contacts with Moscow, partly as a broker on the conflict in Ukraine, in view of the importance of Turkey’s ongoing membership in NATO and its central location in the Black Sea theater."" 
https://t.co/EXSr6igIje","Mumbai, India",2,3,India,Middle East,Western countries granting Ankara leeway contacts Moscow partly broker conflict Ukraine view importance Turkeys ongoing membership NATO central location Black theater
2614,1.56e+18,2022-08-17 07:45:50+00:00,"Behind Enemy Lines, Ukrainians Tell Russians ‘You Are Never Safe’ https://t.co/i9ilUTLEc9 https://t.co/fTN1QHcj1o","Mumbai, India",0,0,India,Middle East,Behind Enemy Lines Ukrainians Tell Russians Never Safe
2615,1.56e+18,2022-08-17 07:45:50+00:00,"Ukraine Strikes Again in Crimea, Challenging Russian Hold on Peninsula https://t.co/u9HJcbmxeA https://t.co/fTN1QHcj1o","Mumbai, India",0,0,India,Middle East,Ukraine Strikes Again Crimea Challenging Russian Hold Peninsula
2619,1.56e+18,2022-08-17 07:45:49+00:00,"Santos approved a $2.6 billion oil-field development in Alaska, saying the project can bolster energy security as countries diversify supply away from Russia after the invasion of Ukraine https://t.co/AthjFcLIR2 via @WSJ","Mumbai, India",0,0,India,Middle East,Santos approved billion oil-field development Alaska saying project bolster energy security countries diversify supply away Russia invasion Ukraine
2677,1.56e+18,2022-08-17 07:39:02+00:00,"Russia abandons 20,000 'stupid' troops in Ukraine after counter-attack https://t.co/AH8uX8JsAS mellow with age! Perhaps I would if I stopped reading/viewing absolute 200% idiotic drivel From BBC/ITV/Sky, &amp; Fleet street! What BAFFLES me is how/why we of the UK Working Class believ",New Delhi,1,1,India,Middle East,Russia abandons 'stupid troops Ukraine counter-attack mellow Perhaps would stopped reading/viewing absolute idiotic drivel From BBC/ITV/Sky Fleet street What BAFFLES how/why Working Class believ
2678,1.56e+18,2022-08-17 07:38:42+00:00,"Sport versus Russia's barbarity. ""A missile hit our training ground - there's nothing left of where we used to play."" ""Restarting football is a big step for the country,"" says head of the Ukrainian FA. ""It's a sign to the world that Ukraine can &amp; will win. https://t.co/Dk2LqLnnGB",New Delhi,14,52,India,Middle East,Sport versus Russia barbarity missile training ground nothing left used play Restarting football step country says head Ukrainian sign world Ukraine
2679,1.56e+18,2022-08-17 07:38:34+00:00,"Ukraine’s state nuclear power company Energoatom says Russian-based hackers launched major attack on its website
Uhuru na Ruto Makau Mutua Meru #Matiangi Commissioners Opaque  https://t.co/JvJBzPKGit",New Delhi,0,0,India,Middle East,Ukraines state nuclear power company Energoatom says Russian-based hackers launched major attack websiteUhuru Ruto Makau Mutua Meru Commissioners Opaque
2680,1.56e+18,2022-08-17 07:38:33+00:00,"#ctdi_nl #Ukraine #WarCrimesOfUkraine
In #Ukraine we focus on Performance: We want the Best, We Get the Best.

https://t.co/8CHbPKOByz",New Delhi,0,0,India,Middle East,focus Performance want Best Best
2685,1.56e+18,2022-08-17 07:38:30+00:00,Russia-Ukraine updates: Moscow admits sabotage caused Crimea depot blast https://t.co/7bTXjgeVhx,New Delhi,0,0,India,Middle East,Russia-Ukraine updates Moscow admits sabotage caused Crimea depot blast
2686,1.56e+18,2022-08-17 07:38:13+00:00,#RaviVisvesvarayaSharadaPrasad  https://t.co/XJM1b3B9WM  Putin accuses U.S of drawing out Russia-Ukraine conflict; Big charge amid Biden's arms aid,New Delhi,0,0,India,Middle East,Putin accuses drawing Russia-Ukraine conflict charge amid Biden arms
2687,1.56e+18,2022-08-17 07:37:22+00:00,"economics: Economies in the east European Union will probably show the first signs of weakness after an unexpectedly strong start to 2022, as Russia’s war in Ukraine undercuts companies and hits consumers https://t.co/RfxhjUiIwT",New Delhi,0,0,India,Middle East,economics Economies east European Union probably show first signs weakness unexpectedly strong start Russias Ukraine undercuts companies hits consumers
2688,1.56e+18,2022-08-17 07:43:49+00:00,"This night's missile strike on the #Odesa region wounded four civilians, who have already received necessary care.
Two #Russian X-22 missiles hit and set fire to a recreational complex and several detached houses with a total fire area of 600 sq.m.

#Russia #Ukraine
#UkraineWar https://t.co/jHetMjsU5n",Україна,9,12,Ukraine,Europe,This night missile strike region wounded four civilians already received necessary care.Two X-22 missiles fire recreational complex several detached houses total fire area sq.m
2692,1.56e+18,2022-08-17 07:36:56+00:00,"Ukraine counteroffensive hits Russia where it hurts; frontline 'intense,' army chief says https://t.co/8m4NjAML7p",New Delhi,0,0,India,Middle East,Ukraine counteroffensive hits Russia hurts frontline 'intense army chief says
2693,1.56e+18,2022-08-17 07:36:46+00:00,"I see @BBCBreakfast's ""expert"" is LYING about cause of rampant UK inflation, blaming Russia invading Ukraine and absolutely anything else EXCEPT the £Trillions #QE printed and laundered by the terrorist @BankOfEngland. Most #inflation is made in Threadneedle Street. #BBCBreakfast https://t.co/HeaLM0WLCu",New Delhi,1,3,India,Middle East,expert LYING cause rampant inflation blaming Russia invading Ukraine absolutely anything else EXCEPT Trillions printed laundered terrorist Most made Threadneedle Street
2694,1.56e+18,2022-08-17 07:36:43+00:00,"WW III inevitable,the first casualty shall be EU, Ukraine, West Russia,East China, Taiwan, some more,later US too this time unlike WW I &amp; II?

In such a worst scenario,people may expect no war at all with Russia,China,USA,EU etc soon with a meaningful talks among the trios?",New Delhi,0,0,India,Middle East,inevitable first casualty shall Ukraine West Russia East China Taiwan later time unlike worst scenario people expect Russia China soon meaningful talks among trios
2736,1.56e+18,2022-08-17 07:30:35+00:00,Ukraine has telegraphed its big counteroffensive for months. So where is it? https://t.co/UFJWC5AWt0 @politicoより,New Jersey,0,0,United States,USA,Ukraine telegraphed counteroffensive months
2737,1.56e+18,2022-08-17 07:30:24+00:00,"Behind Enemy Lines, Ukrainians Tell Russians 'You Are Never Safe' -- Clandestine resistance cells are spotting targets, sabotaging rail lines and killing those deemed collaborators as they seek to unnerve Russian forces. -- Andrew E. Kramer https://t.co/cVZmvjuVtB",New Jersey,0,0,United States,USA,Behind Enemy Lines Ukrainians Tell Russians 'You Never Safe Clandestine resistance cells spotting targets sabotaging rail lines killing deemed collaborators seek unnerve Russian forces Andrew Kramer
2740,1.56e+18,2022-08-17 07:30:16+00:00,The Globalist: Indonesia’s president plans to mediate between Russia and Ukraine. Plus: @benjamintsmith7 on the wave of cartel-driven violence in Mexico and the latest aviation news with @Flighteditor https://t.co/EN97ect4wT,New Jersey,0,1,United States,USA,Globalist Indonesias president plans mediate Russia Ukraine Plus wave cartel-driven violence Mexico latest aviation news
2742,1.56e+18,2022-08-17 07:30:12+00:00,"‘Russian forces have reportedly launched #MissileAttacks on the #Odesa region overnight.

#SerhiyBratchuk, a spokesperson for the Odesa regional administration, reported that Russian forces launched several missiles at the region, injuring three.’

https://t.co/pbAvv1o5O8",New Jersey,0,0,United States,USA,Russian forces reportedly launched region overnight. spokesperson Odesa regional administration reported Russian forces launched several missiles region injuring three
2743,1.56e+18,2022-08-17 07:30:05+00:00,On #Wednesday Why I had to leave my family behind #ukraine? A true story about #Vlada escape from the #ukrainewar. Now streaming on #YouTube: https://t.co/RGxA1XkPRm https://t.co/aKeZHtHENY,New Jersey,0,0,United States,USA,leave family behind true story escape streaming
2744,1.56e+18,2022-08-17 07:30:03+00:00,"MORE THAN A HINT?
Mysterious strikes on #Russian supply lines have disrupted Russia’s supply lines in #Crimea Russia says its sabotage while #Kyiv remains quiet 🇷🇺Does this show Russia’s true vulnerabilities #Ukraine #UkraineWar 
https://t.co/QABJuDeMG2",New Jersey,0,2,United States,USA,MORE THAN HINT Mysterious strikes supply lines disrupted Russias supply lines Russia says sabotage remains quiet Does show Russias true vulnerabilities
